"pharm_class","pharm_subclass","gpi_group","gpi_class","gpi_subclass","ingredient_rxcui_name"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","MK","-7","90","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","MK","73","39","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","NR","G-","GY","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","NR","GG","Y0","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","NU","-1","4H","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","S1","31","80","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","S1","40","0G","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","VI","CC","HE","No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors",,,,"No ingredient mapped"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","55","olaparib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","10","palbociclib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","15","panobinostat"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","30","pazopanib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","18","ponatinib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","57","pralsetinib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","30","regorafenib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","10","ribociclib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","30","ripretinib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","15","romidepsin"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","55","rucaparib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","75","ruxolitinib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","57","selpercatinib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","25","sirolimus"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","30","sorafenib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","30","sunitinib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","36","tazemetostat"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","25","temsirolimus"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","35","trametinib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","20","vemurafenib"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","15","vorinostat"
"Antineoplastics","Antineoplastic Enzyme Inhibitors","21","53","21","zanubrutinib"
"Antineoplastics","Antineoplastic Enzymes","21","25","00","asparaginase"
"Antineoplastics","Antineoplastic Enzymes",,,,"No ingredient mapped"
"Antineoplastics","Antineoplastic Enzymes","21","25","00","pegaspargase"
"Antineoplastics","Antineoplastic - Hedgehog Pathway Inhibitors","21","37","00","vismodegib"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","60","abiraterone"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","28","anastrozole"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","24","apalutamide"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","24","bicalutamide"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","24","darolutamide"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","55","degarelix"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","24","enzalutamide"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","28","exemestane"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","24","flutamide"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","35","fulvestrant"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","50","goserelin"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","50","histrelin"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","28","letrozole"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","50","leuprolide"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","40","medroxyprogesterone"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","40","megestrol"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","22","mitotane"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","24","nilutamide"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","40","No ingredient mapped"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","50","No ingredient mapped"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","55","No ingredient mapped"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","D0","81","SC","No ingredient mapped"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents",,,,"No ingredient mapped"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","55","relugolix"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","26","tamoxifen"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","26","toremifene"
"Antineoplastics","Antineoplastic - Hormonal and Related Agents","21","40","50","triptorelin"
"Antineoplastics","Antineoplastic - Immunomodulators","99","99","12","No ingredient mapped"
"Antineoplastics","Antineoplastic - Immunomodulators","AC","E-","ST","No ingredient mapped"
"Antineoplastics","Antineoplastic - Immunomodulators","ME","DI","47","No ingredient mapped"
"Antineoplastics","Antineoplastic - Immunomodulators",,,,"No ingredient mapped"
"Antineoplastics","Antineoplastic - Immunomodulators","21","45","00","pomalidomide"
"Antineoplastics","Antineoplastic - PDGFR-alpha Inhibitors","21","49","00","avapritinib"
"Antineoplastics","Antineoplastic - PDGFR-alpha Inhibitors","21","49","00","olaratumab"
"Antineoplastics","Antineoplastic Radiopharmaceuticals","21","60","00","lutetium"
"Antineoplastics","ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES (Misc.)",,,,"No ingredient mapped"
"Antineoplastics","Antineoplastics Misc.","21","70","30","aldesleukin"
"Antineoplastics","Antineoplastics Misc.","21","70","00","arsenic trioxide"
"Antineoplastics","Antineoplastics Misc.","21","70","00","BCG, live, Tice strain"
"Antineoplastics","Antineoplastics Misc.","21","70","82","bexarotene"
"Antineoplastics","Antineoplastics Misc.","21","70","00","dacarbazine"
"Antineoplastics","Antineoplastics Misc.","21","70","00","denileukin diftitox"
"Antineoplastics","Antineoplastics Misc.","21","70","70","dihematoporphyrin ether"
"Antineoplastics","Antineoplastics Misc.","21","70","00","hydroxyurea"
"Antineoplastics","Antineoplastics Misc.","21","70","00","interferon alfa-2a"
"Antineoplastics","Antineoplastics Misc.","21","70","00","interferon alfa-2b"
"Antineoplastics","Antineoplastics Misc.","21","70","00","interferon gamma-1b"
"Antineoplastics","Antineoplastics Misc.","21","70","70","methoxsalen"
"Antineoplastics","Antineoplastics Misc.","21","53","60","No ingredient mapped"
"Antineoplastics","Antineoplastics Misc.","21","70","00","No ingredient mapped"
"Antineoplastics","Antineoplastics Misc.","21","70","30","No ingredient mapped"
"Antineoplastics","Antineoplastics Misc.",,,,"No ingredient mapped"
"Antineoplastics","Antineoplastics Misc.","21","70","00","omacetaxine mepesuccinate"
"Antineoplastics","Antineoplastics Misc.","21","70","00","pentostatin"
"Antineoplastics","Antineoplastics Misc.","21","70","00","procarbazine"
"Antineoplastics","Antineoplastics Misc.","21","70","30","tagraxofusp"
"Antineoplastics","Antineoplastics Misc.","21","70","80","tretinoin"
"Antineoplastics","Antineoplastic - XPO1 Inhibitors",,,,"No ingredient mapped"
"Antineoplastics","Antineoplastic - XPO1 Inhibitors","21","56","00","selinexor"
"Antineoplastics","Biologicals Misc",,,,"No ingredient mapped"
"Antineoplastics","Chemotherapy Adjuncts","21","76","50","palifermin"
"Antineoplastics","Chemotherapy Adjuncts","21","76","40","rasburicase"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","80","amifostine"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","40","dexrazoxane"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","60","glucarpidase"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","50","leucovorin"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","50","levoleucovorin"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","80","mesna"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","50","No ingredient mapped"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","65","No ingredient mapped"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents","21","75","80","No ingredient mapped"
"Antineoplastics","Chemotherapy Rescue/Antidote/Protective Agents",,,,"No ingredient mapped"
"Antineoplastics","Mitotic Inhibitors","21","50","00","cabazitaxel"
"Antineoplastics","Mitotic Inhibitors","21","50","00","docetaxel"
"Antineoplastics","Mitotic Inhibitors",,,,"docetaxel"
"Antineoplastics","Mitotic Inhibitors","21","50","00","eribulin"
"Antineoplastics","Mitotic Inhibitors","21","50","00","etoposide"
"Antineoplastics","Mitotic Inhibitors","21","50","00","ixabepilone"
"Antineoplastics","Mitotic Inhibitors","21","50","00","No ingredient mapped"
"Antineoplastics","Mitotic Inhibitors",,,,"No ingredient mapped"
"Antineoplastics","Mitotic Inhibitors","21","50","00","paclitaxel"
"Antineoplastics","Mitotic Inhibitors","21","50","00","vinblastine"
"Antineoplastics","Mitotic Inhibitors","21","50","00","vincristine"
"Antineoplastics","Mitotic Inhibitors","21","50","00","vinorelbine"
"Antineoplastics","Oncolytic Viral Agents","21","57","40","herpesvirus 1, human"
"Antineoplastics","Topoisomerase I Inhibitors","21","55","00","irinotecan"
"Antineoplastics","Topoisomerase I Inhibitors","21","55","00","No ingredient mapped"
"Antineoplastics","Topoisomerase I Inhibitors",,,,"No ingredient mapped"
"Antineoplastics","Topoisomerase I Inhibitors","21","55","10","sacituzumab"
"Antineoplastics","Topoisomerase I Inhibitors","21","55","00","topotecan"
"Antineoplastics",,"21","35","30","No ingredient mapped"
"Antineoplastics",,"77","77","90","No ingredient mapped"
"Antineoplastics",,"99","99","10","No ingredient mapped"
"Antineoplastics",,"D2","27","0C","No ingredient mapped"
"Antineoplastics",,"II","T-","HA","No ingredient mapped"
"Antineoplastics",,"II","TH","AR","No ingredient mapped"
"Antineoplastics",,"PT","23","85","No ingredient mapped"
"Antineoplastics",,"SC","RI","GU","No ingredient mapped"
"Antineoplastics",,,,,"No ingredient mapped"
"Antiparkinsonian","Antiparkinson Adjunctive Therapy","73","40","30","carbidopa"
"Antiparkinsonian","Antiparkinson Adjunctive Therapy","73","40","10","istradefylline"
"Antiparkinsonian","Antiparkinson Anticholinergics","73","10","00","benztropine"
"Antiparkinsonian","Antiparkinson Anticholinergics","73","10","00","biperiden"
"Antiparkinsonian","Antiparkinson Anticholinergics","73","10","00","No ingredient mapped"
"Antiparkinsonian","Antiparkinson Anticholinergics","73","10","00","procyclidine"
"Antiparkinsonian","Antiparkinson Anticholinergics","73","10","00","trihexyphenidyl"
"Antiparkinsonian","Antiparkinson COMT Inhibitors","73","15","30","entacapone"
"Antiparkinsonian","Antiparkinson COMT Inhibitors","73","15","30","opicapone"
"Antiparkinsonian","Antiparkinson COMT Inhibitors","73","15","20","tolcapone"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","00","amantadine"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","30","apomorphine"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","00","bromocriptine"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","99","carbidopa"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","99","entacapone"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","00","levodopa"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","99","levodopa"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","99","No ingredient mapped"
"Antiparkinsonian","Antiparkinson Dopaminergics",,,,"No ingredient mapped"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","00","pergolide"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","30","pramipexole"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","30","ropinirole"
"Antiparkinsonian","Antiparkinson Dopaminergics","73","20","30","rotigotine"
"Antiparkinsonian","Antiparkinson Monoamine Oxidase Inhibitors","73","30","00","rasagiline"
"Antiparkinsonian","Antiparkinson Monoamine Oxidase Inhibitors","73","30","00","safinamide"
"Antiparkinsonian","Antiparkinson Monoamine Oxidase Inhibitors","73","30","00","selegiline"
"Antipsychotics","Antimanic Agents","59","50","00","lithium carbonate"
"Antipsychotics","Antimanic Agents","59","50","00","lithium citrate"
"Antipsychotics","Antipsychotics - Misc.","59","40","00","carbamazepine"
"Antipsychotics","Antipsychotics - Misc.","59","40","00","cariprazine"
"Antipsychotics","Antipsychotics - Misc.","59","40","00","Lumateperone"
"Antipsychotics","Antipsychotics - Misc.","59","40","00","lurasidone"
"Antipsychotics","Antipsychotics - Misc.","59","40","00","No ingredient mapped"
"Antipsychotics","Antipsychotics - Misc.","59","40","00","pimavanserin"
"Antipsychotics","Antipsychotics - Misc.","59","40","00","ziprasidone"
"Antipsychotics","Benzisoxazoles","59","07","00","iloperidone"
"Antipsychotics","Benzisoxazoles","59","07","00","No ingredient mapped"
"Antipsychotics","Benzisoxazoles","59","07","00","paliperidone"
"Antipsychotics","Benzisoxazoles","59","07","00","risperidone"
"Antipsychotics","Butyrophenones","59","10","00","haloperidol"
"Antipsychotics","Dibenzapines","59","15","50","asenapine"
"Antipsychotics","Dibenzapines","59","15","20","clozapine"
"Antipsychotics","Dibenzapines","59","15","40","loxapine"
"Antipsychotics","Dibenzapines","59","15","30","No ingredient mapped"
"Antipsychotics","Dibenzapines","59","15","70","olanzapine"
"Antipsychotics","Dibenzapines","59","15","30","quetiapine"
"Antipsychotics","Dihydroindolones","59","16","00","molindone"
"Antipsychotics","Phenothiazines","59","20","00","chlorpromazine"
"Antipsychotics","Phenothiazines","59","20","00","fluphenazine"
"Antipsychotics","Phenothiazines","59","20","00","perphenazine"
"Antipsychotics","Phenothiazines","59","20","00","prochlorperazine"
"Antipsychotics","Phenothiazines","59","20","00","thioridazine"
"Antipsychotics","Phenothiazines","59","20","00","trifluoperazine"
"Antipsychotics","Quinolinone Derivatives","59","25","00","aripiprazole"
"Antipsychotics","Quinolinone Derivatives","59","25","00","aripiprazole lauroxil"
"Antipsychotics","Quinolinone Derivatives","59","25","00","brexpiprazole"
"Antipsychotics","Quinolinone Derivatives","59","25","00","No ingredient mapped"
"Antipsychotics","Thioxanthenes","59","30","00","thiothixene"
"Anti-rheumatic","Antirheumatic Antimetabolites","66","25","00","methotrexate"
"Anti-rheumatic","Antirheumatic - Enzyme Inhibitors","66","60","30","baricitinib"
"Anti-rheumatic","Antirheumatic - Enzyme Inhibitors","66","60","30","tofacitinib"
"Anti-rheumatic","Antirheumatic - Enzyme Inhibitors","66","60","30","upadacitinib"
"Anti-rheumatic","Anti-TNF-alpha - Monoclonal Antibodies","66","27","00","adalimumab"
"Anti-rheumatic","Anti-TNF-alpha - Monoclonal Antibodies","66","27","00","golimumab"
"Anti-rheumatic","Gold Compounds","66","20","00","auranofin"
"Anti-rheumatic","Interleukin-1beta Blockers","66","46","00","canakinumab"
"Anti-rheumatic","Interleukin-1 Receptor Antagonist (IL-1Ra)","66","26","00","anakinra"
"Anti-rheumatic","Interleukin-1 Receptor Antagonist (IL-1Ra)","66","26","00","No ingredient mapped"
"Anti-rheumatic","Interleukin-6 Receptor Inhibitors","66","50","00","No ingredient mapped"
"Anti-rheumatic","Interleukin-6 Receptor Inhibitors",,,,"No ingredient mapped"
"Anti-rheumatic","Interleukin-6 Receptor Inhibitors","66","50","00","tocilizumab"
"Anti-rheumatic","Interleukin-6 Receptor Inhibitors","AD","XS","00","tocilizumab"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","99","acetaminophen"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","05","celecoxib"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","diclofenac"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","99","diclofenac"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","etodolac"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","flurbiprofen"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","ibuprofen"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","99","ibuprofen"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","indomethacin"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","ketoprofen"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","ketorolac"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","meclofenamate"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","meloxicam"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","99","misoprostol"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","nabumetone"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","naproxen"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","No ingredient mapped"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","05","No ingredient mapped"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)",,,,"No ingredient mapped"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","oxaprozin"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","10","phenylbutazone"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","piroxicam"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","05","rofecoxib"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","sulindac"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","00","tolmetin"
"Anti-rheumatic","Nonsteroidal Anti-inflammatory Agents (NSAIDs)","66","10","05","valdecoxib"
"Anti-rheumatic","Phosphodiesterase 4 (PDE4) Inhibitors","66","70","00","apremilast"
"Anti-rheumatic","Pyrimidine Synthesis Inhibitors","66","28","00","leflunomide"
"Anti-rheumatic","Selective Costimulation Modulators","66","40","00","abatacept"
"Anti-rheumatic","Soluble Tumor Necrosis Factor Receptor Agents","66","29","00","etanercept"
"Antiseptics & Disinfectants","Antiseptics & Disinfectants","92","00","00","formaldehyde"
"Antiseptics & Disinfectants","Antiseptics & Disinfectants","92","00","00","hydrogen peroxide"
"Antiseptics & Disinfectants","Antiseptics & Disinfectants",,,,"No ingredient mapped"
"Antiseptics & Disinfectants","Antiseptics & Disinfectants","92","00","00","phenol"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","00","chlorhexidine"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","99","chlorhexidine"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","00","hexachlorophene"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","00","hypochlorite"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","99","hypochlorite"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","99","isopropyl alcohol"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","00","No ingredient mapped"
"Antiseptics & Disinfectants","Chlorine Antiseptics",,,,"No ingredient mapped"
"Antiseptics & Disinfectants","Chlorine Antiseptics","92","10","00","oxychlorosene"
"Antiseptics & Disinfectants","Iodine Antiseptics","92","20","00","cadexomer iodine"
"Antiseptics & Disinfectants","Iodine Antiseptics","92","20","00","ethanol"
"Antiseptics & Disinfectants","Iodine Antiseptics","92","20","00","iodine"
"Antiseptics & Disinfectants","Iodine Antiseptics",,,,"No ingredient mapped"
"Antiseptics & Disinfectants","Iodine Antiseptics","92","20","00","potassium iodide"
"Antiseptics & Disinfectants","Iodine Antiseptics","92","20","00","povidone-iodine"
"Antiseptics & Disinfectants","Iodine Antiseptics","92","20","00","sodium iodide"
"Antisera","Antitoxins-Antivenins","19","20","00","Agkistrodon piscivorus antivenin"
"Antisera","Antitoxins-Antivenins","19","20","00","Crotalus adamanteus antivenin"
"Antisera","Antitoxins-Antivenins","19","20","00","Crotalus atrox antivenin"
"Antisera","Antitoxins-Antivenins","19","20","00","Crotalus scutulatus antivenin"
"Antisera","Antitoxins-Antivenins","19","20","00","polyvalent Crotalidae antivenin"
"Antisera","Immune Serums","19","10","00","cytomegalovirus immune globulin"
"Antisera","Immune Serums","19","10","00","hepatitis B immune globulin"
"Antisera","Immune Serums","19","10","00","immunoglobulin G"
"Antisera","Immune Serums","19","10","00","No ingredient mapped"
"Antisera","Immune Serums","19","10","00","rabies immune globulin, human"
"Antisera","Immune Serums","19","10","00","Rho(D) immune globulin"
"Antisera","Immune Serums","19","10","00","tetanus immune globulin"
"Antisera","Immune Serums","19","10","00","varicella-zoster immune globulin"
"Antisera","Monoclonal Antibodies","19","50","20","bamlanivimab"
"Antisera","Monoclonal Antibodies","19","50","30","bezlotoxumab"
"Antisera","Monoclonal Antibodies","19","50","20","casirivimab"
"Antisera","Monoclonal Antibodies","19","50","99","casirivimab"
"Antisera","Monoclonal Antibodies","19","50","20","etesevimab"
"Antisera","Monoclonal Antibodies","19","50","20","imdevimab"
"Antisera","Monoclonal Antibodies","19","50","99","imdevimab"
"Antisera","Monoclonal Antibodies","19","50","20","No ingredient mapped"
"Antisera","Monoclonal Antibodies","19","50","99","No ingredient mapped"
"Antisera","Monoclonal Antibodies",,,,"No ingredient mapped"
"Antisera","Monoclonal Antibodies","19","50","20","palivizumab"
"Antiviral","Antiretrovirals","12","10","50","abacavir"
"Antiviral","Antiretrovirals","12","10","99","abacavir"
"Antiviral","Antiretrovirals","12","10","45","amprenavir"
"Antiviral","Antiretrovirals","12","10","45","atazanavir"
"Antiviral","Antiretrovirals","12","10","99","atazanavir"
"Antiviral","Antiretrovirals","12","10","99","bictegravir"
"Antiviral","Antiretrovirals","12","10","30","cabotegravir"
"Antiviral","Antiretrovirals","12","10","99","cabotegravir"
"Antiviral","Antiretrovirals","12","10","99","cobicistat"
"Antiviral","Antiretrovirals","12","10","45","darunavir"
"Antiviral","Antiretrovirals","12","10","99","darunavir"
"Antiviral","Antiretrovirals","12","10","50","didanosine"
"Antiviral","Antiretrovirals","12","10","30","dolutegravir"
"Antiviral","Antiretrovirals","12","10","99","dolutegravir"
"Antiviral","Antiretrovirals","12","10","90","doravirine"
"Antiviral","Antiretrovirals","12","10","90","efavirenz"
"Antiviral","Antiretrovirals","12","10","99","efavirenz"
"Antiviral","Antiretrovirals","12","10","99","elvitegravir"
"Antiviral","Antiretrovirals","12","10","60","emtricitabine"
"Antiviral","Antiretrovirals","12","10","99","emtricitabine"
"Antiviral","Antiretrovirals","12","10","25","enfuvirtide"
"Antiviral","Antiretrovirals","12","10","90","etravirine"
"Antiviral","Antiretrovirals","12","10","45","fosamprenavir"
"Antiviral","Antiretrovirals","12","10","22","ibalizumab"
"Antiviral","Antiretrovirals","12","10","45","indinavir"
"Antiviral","Antiretrovirals","12","10","60","lamivudine"
"Antiviral","Antiretrovirals","12","10","99","lamivudine"
"Antiviral","Antiretrovirals","12","35","20","lamivudine"
"Antiviral","Antiretrovirals","12","10","99","lopinavir"
"Antiviral","Antiretrovirals","12","10","20","maraviroc"
"Antiviral","Antiretrovirals","12","10","45","nelfinavir"
"Antiviral","Antiretrovirals","12","10","90","nevirapine"
"Antiviral","Antiretrovirals","12","10","30","No ingredient mapped"
"Antiviral","Antiretrovirals","12","10","99","No ingredient mapped"
"Antiviral","Antiretrovirals",,,,"No ingredient mapped"
"Antiviral","Antiretrovirals","12","10","30","raltegravir"
"Antiviral","Antiretrovirals","12","10","90","rilpivirine"
"Antiviral","Antiretrovirals","12","10","99","rilpivirine"
"Antiviral","Antiretrovirals","12","10","45","ritonavir"
"Antiviral","Antiretrovirals","12","10","99","ritonavir"
"Antiviral","Antiretrovirals","12","10","45","saquinavir"
"Antiviral","Antiretrovirals","12","10","80","stavudine"
"Antiviral","Antiretrovirals","12","10","99","tenofovir alafenamide"
"Antiviral","Antiretrovirals","12","10","85","tenofovir disoproxil"
"Antiviral","Antiretrovirals","12","10","99","tenofovir disoproxil"
"Antiviral","Antiretrovirals","12","10","45","tipranavir"
"Antiviral","Antiretrovirals","12","10","80","zidovudine"
"Antiviral","Antiretrovirals","12","10","99","zidovudine"
"Antiviral","CMV Agents","12","20","00","cidofovir"
"Antiviral","CMV Agents","12","20","00","foscarnet"
"Antiviral","CMV Agents","12","20","00","ganciclovir"
"Antiviral","CMV Agents","12","20","00","letermovir"
"Antiviral","CMV Agents","12","20","00","No ingredient mapped"
"Antiviral","CMV Agents",,,,"No ingredient mapped"
"Antiviral","CMV Agents","12","20","00","valganciclovir"
"Antiviral","Hepatitis Agents","12","35","20","adefovir"
"Antiviral","Hepatitis Agents","12","35","30","boceprevir"
"Antiviral","Hepatitis Agents","12","35","30","daclatasvir"
"Antiviral","Hepatitis Agents","12","35","99","dasabuvir"
"Antiviral","Hepatitis Agents","12","35","99","elbasvir"
"Antiviral","Hepatitis Agents","12","35","20","entecavir"
"Antiviral","Hepatitis Agents","12","35","99","glecaprevir"
"Antiviral","Hepatitis Agents","12","35","99","grazoprevir"
"Antiviral","Hepatitis Agents","12","35","20","lamivudine"
"Antiviral","Hepatitis Agents","12","35","99","ledipasvir"
"Antiviral","Hepatitis Agents","AT","TC","K-","No ingredient mapped"
"Antiviral","Hepatitis Agents","12","35","99","ombitasvir"
"Antiviral","Hepatitis Agents","12","35","99","paritaprevir"
"Antiviral","Hepatitis Agents","12","35","30","peginterferon alfa-2a"
"Antiviral","Hepatitis Agents","12","35","30","peginterferon alfa-2b"
"Antiviral","Hepatitis Agents","12","35","99","pibrentasvir"
"Antiviral","Hepatitis Agents","12","35","30","ribavirin"
"Antiviral","Hepatitis Agents","12","35","99","ritonavir"
"Antiviral","Hepatitis Agents","12","35","30","simeprevir"
"Antiviral","Hepatitis Agents","12","35","30","sofosbuvir"
"Antiviral","Hepatitis Agents","12","35","99","sofosbuvir"
"Antiviral","Hepatitis Agents","12","35","30","telaprevir"
"Antiviral","Hepatitis Agents","12","35","20","telbivudine"
"Antiviral","Hepatitis Agents","12","35","20","tenofovir alafenamide"
"Antiviral","Hepatitis Agents","12","35","99","velpatasvir"
"Antiviral","Hepatitis Agents","12","35","99","voxilaprevir"
"Antiviral","Herpes Agents","12","40","50","acyclovir"
"Antiviral","Herpes Agents","12","40","80","famciclovir"
"Antiviral","Herpes Agents","12","40","50","No ingredient mapped"
"Antiviral","Herpes Agents",,,,"No ingredient mapped"
"Antiviral","Herpes Agents","12","40","50","valacyclovir"
"Antiviral","Influenza Agents","12","50","20","baloxavir marboxil"
"Antiviral","Influenza Agents","12","50","40","No ingredient mapped"
"Antiviral","Influenza Agents",,,,"No ingredient mapped"
